评价,评论类型,情感得分,置信度
24三包，划算～,负面,0.30044434883682186,0.6995556511631782
第三次回购了，无负担的小零食，吃吃吃,中性,0.47430956369063243,0.9743095636906325
商家回复：谢谢您支持和认可~ 客户的满意是我们最大的动力 期待与您的下一次合作哦~,中性,0.24891372387872868,0.7489137238787287
更多,中性,0.5980997177798684,0.9019002822201316
不错 方便,正面,0.8792003676470588,0.8792003676470588
回购多次了，直播间买的很划算。,中性,0.38273323830390216,0.8827332383039022
好吃 想减脂 用代餐 可以吃吃这个 这个比较香,正面,0.7194709940873646,0.7194709940873646
好咸🥲🥲🥲一点都不好吃🙃🙃,负面,0.13812592148731034,0.8618740785126897
商家回复：亲亲，很抱歉没有让您满意，产品也都是正规工厂生产，因为每个人的口味不同，尤其对于甜咸这些的接受程度差异较大，建议您吃之前煎一下或者切段煮汤加蔬菜来改善口感。感谢提出的意见，您反应的问题我们十分重视，已经上报领导进行积极解决，在后续的产品的开发设计中会考虑尽量减少含钠配料的使用，计划中的鸡胸肉脆应该能够做到相对减盐，期待关注。您有任何关于产品的问题也可以联系在线客服处理哦~,负面,0.24700625333723714,0.7529937466627629
更多,中性,0.5980997177798684,0.9019002822201316
好,正面,0.7408075131331151,0.7408075131331151
囤货。。。,中性,0.5306505581441985,0.9693494418558015
很好的购买平台，质量不错，特别是有品牌的，值得信赖,正面,0.7313274097502214,0.7313274097502214
非常满意！！！,中性,0.49323557663705553,0.9932355766370555
商家回复：感谢您的喜欢~鸡胸肉肠高蛋白无淀粉级，无油嫩蒸，低脂不怕胖，特别添加鸡胸软骨口感Q弹，您将鸡胸肉肠稍微煎一下再吃，口感会更丰富些哦。祝您生活愉快~,负面,0.2730012976647212,0.7269987023352789
更多,中性,0.5980997177798684,0.9019002822201316
越买越不好吃，以后不买了,中性,0.3300924584961025,0.8300924584961025
商家回复：控能鸡胸肉肠高蛋白无淀粉，提升了膳食纤维含量饱腹感佳，可能每个人口感不一样，很多顾客反馈是比较Q弹的，如果直接吃不太喜欢，建议您将鸡胸肉肠稍微煎一下再吃，口感会更丰富些。,负面,0.2343611252153752,0.7656388747846248
更多,中性,0.5980997177798684,0.9019002822201316
习惯性好评，感觉不怎么好吃，黑椒味的还好一点原味的更不好吃，估计是因为零淀粉没有什么添加剂吧,正面,0.6241362455962104,0.6241362455962104
商家回复：控能鸡胸肉肠高蛋白无淀粉，额外添加了脆骨饱腹感佳，可能每个人口感不一样，很多顾客反馈是比较Q弹的，如果直接吃不太喜欢，建议您将鸡胸肉肠稍微煎一下再吃，口感会更丰富些。,负面,0.23520073822843363,0.7647992617715664
更多,中性,0.5980997177798684,0.9019002822201316
口感还是可以的，黑胡椒味道稍稍有点重，目前原味的还没开吃，饿的时候来一根没有罪恶感,负面,0.2557486027156625,0.7442513972843374
商家回复：谢谢您支持和认可~ 客户的满意是我们最大的动力 期待与您的下一次合作哦~,中性,0.24891372387872868,0.7489137238787287
更多,中性,0.5980997177798684,0.9019002822201316
口感有点硬,中性,0.5092130905382337,0.9907869094617663
商家回复：您好 这款鸡肉肠额外添加脆骨，口感是比较扎实Q弹的哦，建议食用的时候细嚼慢咽，会非常香，也可以切段进行烹饪哦~,正面,0.6076886369692229,0.6076886369692229
更多,中性,0.5980997177798684,0.9019002822201316
黑椒还不错,正面,0.895,0.895
味道不错，很有饱腹感,正面,0.8850479904926842,0.8850479904926842
不错，小小一根补充能量,正面,0.8400005233826164,0.8400005233826164
口感味道：鸡肉肠，没有淀粉，鸡肉含量高，但是不太好吃…………,正面,0.6293583027929122,0.6293583027929122
商家回复：控能鸡胸肉肠高蛋白无淀粉级，无油嫩蒸，低脂不怕胖，特别添加鸡胸软骨口感Q弹，如果直接吃不太喜欢，建议您将鸡胸肉肠稍微煎一下再吃，口感会更丰富些。,负面,0.22166791938068287,0.7783320806193171
更多,中性,0.5980997177798684,0.9019002822201316
不好吃,负面,0.23987551786555714,0.7601244821344428
挺好吃的 解馋 客服服务也很好,正面,0.7815159308646167,0.7815159308646167
第一次买，原本以为黑椒味的口感更好，其实五香的才是我本命，草率了。下次全买五香的,正面,0.7255042000197447,0.7255042000197447
一般,中性,0.5207238976281685,0.9792761023718315
